title,city,region,category,subcategory,description
Yoostar2 xbox360,Mazowieckie,Sochaczew,Elektronika,Gry i Konsole,Witam gra nowa niegdy nie używana zamienie na gre na ps4 pozdrawiam
firestone winterhawk 2 evo 185\\65 r 15 + felgi stalowe opony 4mm,Mazowieckie,Nowy Dwór Mazowiecki,Motoryzacja,Koła,"firestone winterhawk 2 evo 185\65 r 15 + felgi stalowe, opony 4mm"
Długa spódnica z koła,Śląskie,Żywiec,Moda,Ubrania,"fajna spódnica na lato, uszyta z koła, pas - 32, dł - 77, bawełna, biało - różowa"
Gry na PC,Podkarpackie,Dębica,Elektronika,Gry i Konsole,Gry na pc mozliwosc zakupu osobno
Zjawiskowa sukienka za 3 jajeczka kinder,Zachodniopomorskie,Szczecin,Moda,Ubrania,"Piękna sukienka, która może się przydać na studniówkę, ślub, wesele lub inne uroczystości."
zajrzyj CZERWONE sukienki spodnie torebka!,Kujawsko-pomorskie,Grudziądz,Moda,Dodatki,Mam do zaoferowania czerwone  eleganckie kiecki zamienie bdz sprzedam czekam na propozycje
Nowa bluzka sweterek Laura Scott r. 46 XXL,Śląskie,Dąbrowa Górnicza,Moda,Ubrania,"Damski sweterek 44/46 firmy Laura Scott, wykonany z cienkiej dzianiny."
bluzka,Śląskie,Dąbrowa Górnicza,Moda,Ubrania,witam. zamienię lub sprzedam bluzkę z rękawem 3/4.
sandały chłopięce,Mazowieckie,Warszawa,Dla Dzieci,Buciki,"Witam,mam do sprzedania sandały chłopięce firmy elefanten rozm.29.Stan sandałków oceniam na dobry mimo widocznych na zdjęciach śladów noszenia.Odbiór osobisty.Zapraszam."
Gaz Prona Butan 11kg 35zł !!!,Dolnośląskie,Środa Śląska,Dom i Ogród,Ogrzewanie,Posiadamy w sprzedaży Gaz  Propan Butan  w Cenie 32 zł butla 11kg
Kurtka wiosenno-letnia katana 38 M NOWA,Dolnośląskie,Głogów,Moda,Ubrania,Kurtka wiosenno-letnia katana 38 M NOWA
Dwuzłotówki okolicznościowe wymiana,Wielkopolskie,Poznań,Sport i Hobby,Kolekcje,"Witam posiadam sporą kolekcję dwuzłotówek okolicznościowych na wymianę. Brakuje mi kilka sztuk. Oto co posiadam mi.in. Zamek w Kórniku, Wł.Anders,Henryk Sienkiewicz,Tadeusz Markowski, Mickiewicz, województwa, Leszczyński, Malczewski, grudzień 70., Słowacki i wiele innych. Serdecznie zapraszam - napisz może to czego potrzebujesz mam :)"
Buty damskie,Wielkopolskie,Gostyń,Moda,Buty,Mam do sprzedania piękne elegandzkie buty na każdą okazję w kolorze białym. Tylko raz założone na 20 minut.
Expres do kawy,Małopolskie,Wieliczka,Dom i Ogród,Sprzęt AGD,Witam zamienię malutki expres do kawy działa - czekam na propozycje zmiany.
"Karnet GOLD do Fit Plaza Zwoleń siłownia fitness, Okazja",Mazowieckie,Zwoleń,Sport i Hobby,Bilety,Zamienię lud odsprzedam wygrany w zawodach karnet do FitPLAZA Zwoleń.
Pianka poliuretanowa natrysk ocieplenie poddasza pianowanie piana,Pomorskie,Kartuzy,Usługi i Firmy,Budowa i Remont,Przedmiotem sprzedaży jest wykonanie izolacji poddasza / ocieplenia fundamentów metodą natrysku pianki poliuretanowej o grubości 1cm/1m2
Plastyka 6 Podręcznik,Śląskie,Rybnik,Muzyka i Edukacja,Podręczniki szkolne,Mam do sprzedania podręcznik do plastyki klasa 6. Możliwość wysyłki.
Solniczka _ pieprzniczka 1840,Dolnośląskie,Legnica,Dom i Ogród,Akcesoria kuchenne,Bardzo stara solniczko -pieprzniczka synowana z roku 1880
Zamienię się monetami. EUROPA,Mazowieckie,Pruszków,Sport i Hobby,Kolekcje,"Witam. Przedstawiam listę monet, które posiadam na wymianę."
Łódź Alex 450 zamienię na Kampera Kamper,Śląskie,Bielsko-Biała,Sport i Hobby,Sporty wodne,Zamienię Łódź Alex 450 na kampera po 2000r najlepiej 6/7 osób
Zamienie Galaxy s7 edge NOWY,Łódzkie,Kutno,Elektronika,Samsung,"Sprzedam lub zamienie nowego Samsunga Galaxy S7 Edge kolor Black Onyx wzięty z salonu plusa 27.01 na idealnego Iphone 6s lub Gakaxy S7 z doplata choc rozwaze tez inne oferty zamiana. Cena przy sprzedaży min 2300, więcej informacji oraz zdjecia w wiadomosci priv pozdrawiam"
Śliniaki dla malucha,Dolnośląskie,Wrocław,Dla Dzieci,Pozostałe dla dzieci,"Jak na zdj, cześć z nich nigdy nie używana. Sprzedaje wszystkie za paczkę suchych chusteczek Tami z Rossmana"
bluzka w kratke,Kujawsko-pomorskie,Grudziądz,Moda,Ubrania,Zamienie bluzke z krotkim rekawem w bialo niebieska kratke firmy H&amp;M dl. 61 cm szer. pod biustem 49 cm na czekolade schogetten
"Tabliczka , tabliczki z parowozu Ty45-91 PKP",Pomorskie,Gdańsk,Sport i Hobby,Kolekcje,"Oferuję mosiężny komplet tabliczek z parowozu Ty45-91. Preferuje zamianę na inne tabliczki  z parowozów. Preferowany kontakt przez maila,  dla zainteresowanych mogę podesłać więcej zdjęć..."
"Ekstraklasa 2015/16 ( karty panini, wszystkie karty są dostępne ! ).",Mazowieckie,Warszawa,Sport i Hobby,Kolekcje,Zapraszam do wymiany kart panini ekstraklasa 2015/2016.
Gazety BIG BROTHER dla kolekcjonera,Mazowieckie,Ząbki,Muzyka i Edukacja,Czasopisma,"8 gazet w znakomitym stanie, numery to 4,5,6,8,10,11,14,15 jeżeli komuś brakuje do kolekcji to zapraszam zainteresowane osoby"
Buciki BEFADO 18,Łódzkie,Łęczyca,Dla Dzieci,Buciki,"Sprzedam buciki BEFADO, używane sporadycznie, Nie zniszczone, polecam! Odbiór osobisty"
Miętowa rozkloszowana sukienka z paskiem,Śląskie,Żory,Moda,Ubrania,"Sukienka rozkloszowana, używana tylko podczas wesela. W pięknym miętowym kolorze.Dekolt w łódkę. Posiada biały pasek."
Spódnica phase eight len kobalt niebieska 38/40,Mazowieckie,Pruszków,Moda,Ubrania,"Spódnica maxi, długa lniana, kobaltowa"
Karmelowa kurtka skorka,Kujawsko-pomorskie,Toruń,Moda,Ubrania,"Sprzedam za 45zl lub zamienie kurteczkę z eko skóry, widoczną na zdjęciu. Kurtka nie ma zadnych wad, praktycznie nie była noszona."
Zamienię naklejki i karty biedronki,Łódzkie,Bełchatów,Sport i Hobby,Kolekcje,"Brakuje mi naklejek: 29,39,49;"
Folia ochronna na wyświetlacz LCD NOKIA 6600 NOWA,Małopolskie,Kraków,Elektronika,Akcesoria telefoniczne,Witam
pompka paliwa audi,Dolnośląskie,Legnica,Motoryzacja,Osobowe,Sprzedam pompkę paliwa do audi a4 b5 1.9 tdi część pochodzi z rozbiórki polecam
kurtka narcirska,Śląskie,Jaworzno,Dla Dzieci,Ubranka dla dzieci,Sprzedam super modną i ciepłą kurtkę na zimę. Świetnie nadaje się na narty jaki i na figle po śniegu. Stan Bardzo dobry. POLECAM!!
Figurki kinder niespodzianka,Śląskie,Racibórz,Sport i Hobby,Kolekcje,Zamienię figurki z jajek niespodzianek z nowych serii na inne kinderki.
Samsung Galaxy Trend S7560,Kujawsko-pomorskie,Bydgoszcz,Elektronika,Samsung,Wymienię telefon Samsung Galaxy Trend S7560 na telefon BlackBerry lub Nokia bądź na jakiegoś starego laptopa. Proszę nie proponować mi telefonów z Androidem.
zmienię lub sprzedam,Śląskie,Lędziny,Zwierzęta,Akwaria,dlugość szerokość wysokość  litr szkło   cena
Spódniczka jeasowa,Kujawsko-pomorskie,Bydgoszcz,Dla Dzieci,Ubranka dla dzieci,Spódniczka jeasowa. Stan b.dobry. mozna spokojnie nosić od 3 do 9 miesięcy.
Czarne szpilki,Małopolskie,Limanowa,Moda,Buty,"Mam do sprzedania czarne szpilki wys.8 cm wkładka 24,5 cm"
Buty Korki,Wielkopolskie,Turek,Sport i Hobby,Obuwie sportowe,Witam sprzedam buty &quot;korki&quot;
Czarne szpilki,Małopolskie,Limanowa,Moda,Buty,"Mam do sprzedania czarne szpilki wys.8 cm wkładka 24,5 cm"
spodnie 92,Dolnośląskie,Wrocław,Dla Dzieci,Ubranka dla dzieci,"sprzedam granatowe, chłopięce spodenki, firmy Palomino, stan bdb.,"
KARTY PANINI FIFA 365 edycja2016/2017 sprzedaż/zamiana,Kujawsko-pomorskie,Włocławek,Sport i Hobby,Kolekcje,mam na wymianę bądź sprzedaż karty Fifa 365  2017
"Sito do kombajnu Massey Ferguson , sampo, dronningborg, claas",Podlaskie,Zambrów,Rolnictwo,Części do maszyn rolniczych,Sita do kombajnów:
Jesienno-zimowa czapka 54cm i kamizelka [bezrękawnik] 146 i kurtka 146,Warmińsko-mazurskie,Działdowo,Dla Dzieci,Ubranka dla dzieci,Różowa czapka rozmiar 54 od środka polar i chowane nauszniki.
zamienie Lg L9 2 swift,Lubelskie,Puławy,Elektronika,LG,"Witam zamienię na inny tel   Lg l9 2 swift . do telefonu jest wszystko co było  przy zakupie z salonu plus ,oryginalne etui ."
Samsung Galaxy S 3 Biały 32 GB Ram 1 GB,Dolnośląskie,Lubań,Elektronika,Samsung,"Witam, telefon sprawny w 100% stan dobry wyświetlacz ładny nie porysowany tylko srebna farba z ramki poodpryskiwała kolor biały w zestawie sam telefon."
Torebka damska,Podlaskie,Białystok,Moda,Dodatki,"Mam do sprzedania dużą torbę damską z notesem. Stan idealny, bardzo delikatne ślady użytkowania!"
wentylator dachowy nie uzywany,Kujawsko-pomorskie,Lipno,Rolnictwo,Pozostałe rolnicze,"zamienie lub sprzedam 2 szt wentylatory dachowe nie uzywane zalegaja ponad 2 lata w garazu 280 zl za 1 szt,zamienie na stary motocykl wsk,wfm,junak ,shl,osa,lub motorower ,motorynkie, lub inne propozycje mozliwosc wyslki"
SŁUCHAWKI NOKIA WH-102 HS-125 Nowe oryginalne Bulk,Małopolskie,Kraków,Elektronika,Akcesoria telefoniczne,Witam
Sukienka 40-42,Warmińsko-mazurskie,Iława,Moda,Ubrania,Z metki XL dlugosc 85 biust szerokosc to 48 pas szerokosc to 45 z boku zamek kolor ala bordo czerwien ciemna
Klawiatura bluetooth Dell - multimedialna.,Mazowieckie,Warszawa,Elektronika,Myszki i klawiatury,"Klawiatura wlasciwie nie uzywana. Wlaczona kilka razy. Lezy kilka lat, wiec postanowilem sie jej pozbyc. Oczywiscie w 100% sprawna. Komunikacja bezprzewodowa przez bluetooth. Zasilanie dwie baterie R6. Zamienie na coś z zakresu IT - na cos sprawnego i nie zniszczonego. Moze byc np. klawiatura na kablu gamingowa - dobrej firmy, albo dobre chlodzenie do AMD - propozycje przez OLX."
Zamienię tablet na telefon komórkowy.,Śląskie,Częstochowa,Elektronika,Tablety,"Witam. Zamienię tablet Alcatel One Touch Pixi 7 w stanie idealnym bez uszkodzeń. Działa bez zarzutu. Zadbany w zestawie z ładowarką kablem usb słuchawkami i kartonikiem. Tablet jest zrootowany co zwiększa jego możliwości (usuwanie aplikacji systemowych, możliwość konfiguracji startup, instalacje bezpośrednio na karcie pamięci i wiele innych.) Zamienię na telefon komórkowy najchętniej na Lumie 535 ale niekoniecznie, rozważe każdą propozycje. Proszę pisac na PW."
masażer Medisana,Śląskie,Częstochowa,Dom i Ogród,Zdrowie,"Witam mam do sprzedania masażer firmy Medisana na pilota,bardzo dobry do masowania  całych pleców, karku"
Rozdzielacz 2 sekcyjny 40 L z sekcją Pływającą Gwarancja,Wielkopolskie,Kalisz,Rolnictwo,Części do maszyn rolniczych,Witam Serdecznie
"Wróżenie z ręki - Sasha Fenton, Malcolm Wright",Dolnośląskie,Wrocław,Muzyka i Edukacja,Poradniki i albumy,"Wróżenie z ręki - Sasha Fenton, Malcolm Wright"
OPONY OPONA do wózka widłowego / widlaka - dostawa 24h,Warmińsko-mazurskie,Elbląg,Usługi i Firmy,Pozostałe usługi,Realizujemy usługę wymiany opon w wózkach widłowych u klienta na terenie całego kraju.
L jesienny plaszczyk tanio - czerwony,Wielkopolskie,Kępno,Moda,Ubrania,Polecam śliczny czerwony plaszcxyk wiosenny + pasek rozm L .  dl. od kołnierza 80 cm.
Karcher Zestaw do dużych śmieci 2.637-945 rura koncowka do odkurzacza,Pomorskie,Słupsk,Dom i Ogród,Sprzęt AGD,witam sprzedam nieuzywane
Super ubrania firmowe od 7 zl,Małopolskie,Kraków,Moda,Ubrania,Zamienie lub sprzedam super tuniczki bluzrczki sweterki
Sukienka rozmiar XS,Dolnośląskie,Świdnica,Moda,Ubrania,Sprzedam szarą sukienkę bez ramiączek firmy Terranova w rozmiarze XS. Sporadycznie noszona. Stan bardzo dobry
bombka.,Mazowieckie,Warszawa,Moda,Ubrania,Witam zamienię bombkę w rozmiarze s na inną czarną sukienkę.
Zamienie telefon!,Pomorskie,Słupsk,Elektronika,Inne telefony gsm,Zamienie na inny telefon alcatel one touch pop c 3! Telefon w stanie idealnym. Z pudelkiem i papierami.
SPRZEDAM/ZAMIENIĘ! Nowy! Ekspres CIŚNIENIOWY do kawy Zepter Zep-200,Wielkopolskie,Poznań,Dom i Ogród,Akcesoria kuchenne,"Posiadam na sprzedaż/zamianę nowy,"
Sukienka typu grecka,Zachodniopomorskie,Police,Moda,Ubrania,Sukienka biała typu grecka z cieńciem na plecach
Crash 15&amp;quot; Paiste 505 nie meinl sabian turkish istanbul amedia,Wielkopolskie,Mosina,Muzyka i Edukacja,Instrumenty,Witam sprzedam super brzmiacy crash paiste 505 15cali.
"Zamienie za komar, wsk, jawa, mz itp.",Śląskie,Pyskowice,Motoryzacja,Części motocyklowe,Zamienie golfa dwójkę w dobrym stanie. Ważny przegląd i OC.
Mobile Security,Podlaskie,Białystok,Elektronika,Oprogramowanie,Czekam na rozsądne propozycje
New Avengers: Wszystko Umiera. Mega Tanio!!!,Mazowieckie,Warszawa,Muzyka i Edukacja,Komiksy,"Witam,"
Kurtka zimowa TRESPASS,Śląskie,Gliwice,Sport i Hobby,Odzież sportowa,"Kurtka sportowa TRESPASS rozmiar z metki XL. Kurtka oddychająca, wiatroszczelna itd."
Kurtka dwustronna r.146/152,Warmińsko-mazurskie,Olsztyn,Dla Dzieci,Ubranka dla dzieci,Zamienię lub sprzedam kurtkę chłopięcą dwustronną
"150 filmów, które musisz zobaczyć -str. 310, WIELKIE KINO kSIĄŻKA NOWA",Śląskie,Bieruń,Muzyka i Edukacja,Filmy,KSIĄŻKA.
Blacha na ule,Małopolskie,Nowy Sącz,Rolnictwo,Pozostałe rolnicze,Witam serdecznie posiadam blachę  offsetową idealnie sprawdza się do daszków na ule lub do dennic
Rower kross zamiana,Małopolskie,Kraków,Sport i Hobby,Rowery,Zamienię rower kross move najchętniej na orbitrek lub telewizor .
Buty CANGURO trzewiki chłopięce 25 (dł. wkładki 15 cm),Podlaskie,Białystok,Dla Dzieci,Buciki,Sprzedam buty chłopięce w rozmiarze 25 (długość wkładki 15 cm)
Rożek,Wielkopolskie,Gostyń,Dla Dzieci,Pozostałe dla dzieci,"Sprzedam rożek w idealnym stanie. Czysty, wyprany."
"Bluzka Cherokee,r.42/44",Lubuskie,Zielona Góra,Moda,Ubrania,bluzka w efektowny kwiatowy wzórfirmy Cherokee w rozm.42/44 z rekawkami 3/4
"bluzy/bluza i spodnie Cool Club i inne oraz sweter, r. 68-74",Pomorskie,Gdynia,Dla Dzieci,Ubranka dla dzieci,"Sprzedam ciuszki po synku:, spodnie, bluzki, body, bluzy, czapki, ogrodniczki ocieplane i nie itp. itd., w rozmiarach od 56-74."
Srebrne sztućce,Warmińsko-mazurskie,Olsztyn,Moda,Biżuteria,Komplet srebrnych  zdobionych sztućców. Widelce 6szt. łyżki stołowe 6szt. łyżeczki do herbaty 6szt. I duża łyżka.
"Lodowka do Lodow ,Napoje , Plaza",Zachodniopomorskie,Świnoujście,Dom i Ogród,Sprzęt AGD,"Witam ,sprzedam lodowke do sprzedawania lodow na plazy / napoje itp . Stan lodowkidobry , aktualnie jest nowo odmalowana w tych samych kolorach , chetnie zamienie na cos fajnego ."
Zamienie obornik koński na słome siano,Warmińsko-mazurskie,Iława,Rolnictwo,Produkty rolne,Zamienie obornik konski na słome lub siano
Sprzedam Samca,Mazowieckie,Garwolin,Zwierzęta,Gryzonie i Króliki,"Witam posiadam na sprzedaż królika mieszańca półrocznego samca po srokaczu widocznego na zdjęciu królik karmione naturalnym pokarmem jak:buraki, marchew, jabłka, siano, zboże,chleb itp...zachęcam do zakupu"
Stary dzbanek z lat 60,Wielkopolskie,Środa Wielkopolska,Dom i Ogród,Dekoracje,"Witam,"
Szpilki,Wielkopolskie,Poznań,Moda,Buty,"Zamienię na małe opakowanie (300g) mleka Bebiko 3- czarne szpilki w rozmiarze 41. Buty zostaly tylko przymierzone jak widać na zdjeciach, podeszwa nie jest zniszczona. Okazały się dla mnie za wysokie. Wysokość szpilki 12 cm. Zapraszam :)"
Stół z litego drewna Kolekcja BURSZTYN - CZEREŚNIA ANTYCZNA,Mazowieckie,Sochaczew,Dom i Ogród,Stoły i krzesła,Sprzedam stół  BURSZTYN - CZEREŚNIA ANTYCZNA
Ps3 320gb laser padniety albo do ustawienia,Dolnośląskie,Lubin,Elektronika,Gry i Konsole,W konsoli laser do ustawienia  lub wymiana ale grac itd mozna  z tego co   na twardym a jest bf4
Naklejki z epoki lodowcowej,Kujawsko-pomorskie,Toruń,Dla Dzieci,Pozostałe dla dzieci,"Posiadam 52 naklejki do albumu z epoki lodowcowej, zamienie na paczke chusteczek nawilzanych dla dzieci"
tunika,Kujawsko-pomorskie,Toruń,Moda,Ubrania,Damski sweter/tunika. Nowe. Rozmiar s/m. Na ramionach ozdobne zamki. Polecam :)
Zamienię,Kujawsko-pomorskie,Grudziądz,Dla Dzieci,Pozostałe dla dzieci,Zamienię karty z biedronki te co są na zdjęciu to wymienię na brakujące
Pamięć Memory Corp 512MB 400MHz DDR,Mazowieckie,Warszawa,Elektronika,Akcesoria i części,Zamienię sprawną pamięć Memory Corp 512MB DDR 400MHz na dowolny 1 litrowy sok 100% :)
Sukienka,Mazowieckie,Ciechanów,Moda,Ubrania,Mam na zamianę sukienkę rozmiar M/L
Botki czarne na koturnie 36 sprzedaz/zamiana,Łódzkie,Tomaszów Mazowiecki,Moda,Buty,Sprzedam lub zamienię
Zamienie,Śląskie,Mysłowice,Moda,Buty,"Zamienie botki na obcasie najlepiej na botki na plaskim,rozm 39"
Tchibo Cafissimo Classic ekspres do kawy na kapsułki,Łódzkie,Łódź,Dom i Ogród,Sprzęt AGD,Sprzedam całkowicie sprawny ekspres Tchibo Cafisssimo Classic w kolorze pomarańczowym. Ekspres na kapsułki.
KURTKA FUTRO z kroli ciemnobrazowa,Mazowieckie,Żyrardów,Moda,Ubrania,piekna bardzo ciemno brazowa kurtka  robiona na zamowienie
Zamienię pomiot kurzy na słomę,Zachodniopomorskie,Choszczno,Rolnictwo,Produkty rolne,Zamienię pomiot kurzy na słomę.
Torebka miejska,Śląskie,Zabrze,Moda,Dodatki,Torebka w kolorze pomarańczowym bardzo pojemna wymiary 27/20
Koturny New Look Turkus 36 37 38,Dolnośląskie,Wrocław,Moda,Buty,Brak Modelu nr 37 Rozmiar
Strój kąpielowy jednoczęściowy Olympia,Kujawsko-pomorskie,Toruń,Moda,Bielizna,"Sprzedam strój kąpielowy jednoczęściowy firmy Olympia rozmiar z metki 32. Mój koszt 245 zł. Moim zdaniem to mała S. Stan bardzo dobry. Kolory jak nowe. Plecy odkryte. Z przodu wszyty stanik- gąbki cienkiej, bardzo wygodny, nie przeszkadza. Polecam."
Estee Lauder serum krem clear difference lub sprzedam negocjacja!!!,Śląskie,Tarnowskie Góry,Moda,Kosmetyki i perfumy,Do sprzedania mam serum Estee Louder new CLEAR DIFFERENCE 50ML niestety nietrafiny prezent poniewaz moja cera nie ma problemow z tradzikiem.
Sukienka,Wielkopolskie,Gostyń,Moda,Ubrania,"Sprzedam śliczną sukienke, stan bardzo dobry tylko raz użyta. Pod biustem przechodzi różowy pas, a na środku jest różowa kokarda. Tył jest wykonany z gumą co powoduje, że sukienka ładnie się rozciąga."
Polar,Pomorskie,Gdańsk,Moda,Ubrania,Zamienię  na coś ciekawego z Twoich ogłoszeń ( mile widziane ubranka dla dziewczynki rozmiar 90 i wyżej). Albo sprzedam za 8zł. Istnieje możliwość wysyłki ! Koszt 8zł listem poleconym. cienki polar w rozmiarze S/M.
Karty Star Wars topps,Opolskie,Olesno,Sport i Hobby,Kolekcje,Dzień dobry !!!
Zamienię komplet obiadowy TRIANON na EVERY DAY Luminarc,Lubelskie,Lublin,Dom i Ogród,Akcesoria kuchenne,Zamienię 19-to el. zestaw obiadowy Luminarc we wzorze TRIANON na taki sam zestaw we wzorze EVERY DAY.
sprzedam lub zamienie!!! 2000 szt lamp ledowych 20W. PROPOZYCJE???,Małopolskie,Libiąż,Dom i Ogród,Oświetlenie,"Witam, mam 2000 szt lamp ledowych o mocy 20W, które chętnie zamienie lub sprzedam. Rozważe każda ciekawa propozycje. cena przy całości 20zł netto za sztukę. Mój numer"
Pianka poliuretanowa do ocieplenia,Łódzkie,Łódź,Dom i Ogród,Materiały budowlane,"Witam,"
Ozdobny kubek z muszlami i wodą . Plastikowy.,Podkarpackie,Strzyżów,Dom i Ogród,Dekoracje,Sprzedam lub zmienię kubek z podwójną obwódka w której są muszle i woda. Wykonany z plastiku - nie stłucze się :) Na spodzie jeszcze orginalna naklejka.
Sukienka dresowa/ tunika,Małopolskie,Andrychów,Moda,Ubrania,Sprzedam/zamienie.
Tornister dobrej firmy,Podkarpackie,Łańcut,Dla Dzieci,Pozostałe dla dzieci,"Mam do zaoferowania tornister w bardzo dobrym stanie, ma wyprofilowane plecy, przez co nie niszczy dziecku kręgosłupa."
Sprzedam rewelacyjną lnianą marynarkę Zara,Zachodniopomorskie,Szczecin,Moda,Ubrania,Sprzedam rewelacyjną marynarkę ZARA.
"Klapki ,japonki r.39 .Polecam",Śląskie,Tychy,Moda,Buty,witam.
Klocki w pudelku zamykanym,Kujawsko-pomorskie,Toruń,Dla Dzieci,Zabawki,Zamienie fajne klocuszki w fajnym opakowaniu zamykanym
Nowiutki galaxy s6,Mazowieckie,Otwock,Elektronika,Samsung,Jak w tytule.sprzedam lub zamienie na iphone 6(sztuka w sztuke) lub na 5s (z dopłatą dla mnie)galaxy jest w idealnym stanie.wlaczony tylko raz w salonie w celu sprawdzenia.caly komplet z gwarancją. Nie ma simloka!wersja 32 gigowa
Lampy tył Hyundai XG35,Śląskie,Sosnowiec,Motoryzacja,Osobowe,Witam posiadam do sprzedania komplet lamp tylnych Hyundai xg35 w bardzo dobrym stanie.
